Date,Open,High,Low,Close,Adj Close,Volume
2014-10-06,86.650002,86.949997,84.949997,85.089996,78.663704,2596100
2014-10-07,84.900002,85.129997,83.930000,84.190002,77.831696,3412900
2014-10-08,84.290001,86.839996,83.989998,86.620003,80.078148,4787400
2014-10-09,86.349998,86.550003,84.629997,84.940002,78.525040,4432800
2014-10-10,85.089996,86.820000,85.050003,85.389999,78.941048,4036800
2014-10-13,85.220001,85.949997,83.760002,83.949997,77.609802,3672600
2014-10-14,84.339996,84.570000,82.550003,82.820000,76.565140,5929500
2014-10-15,82.169998,82.980003,80.720001,82.160004,75.954987,8308900
2014-10-16,84.760002,86.699997,84.099998,85.389999,78.941048,10233000
2014-10-17,86.849998,88.809998,86.750000,88.180000,81.520355,8532800
2014-10-20,88.239998,88.839996,88.000000,88.540001,81.853165,4890900
2014-10-21,89.160004,91.080002,88.849998,90.949997,84.081139,5882100
2014-10-22,91.440002,91.440002,89.709999,89.769997,82.990273,4290300
2014-10-23,90.940002,91.279999,90.419998,90.660004,83.813049,3159200
2014-10-24,90.660004,91.699997,90.589996,91.639999,84.719025,2977300
2014-10-27,91.430000,92.279999,91.379997,92.129997,85.172012,3948900
2014-10-28,91.050003,92.779999,90.360001,92.639999,85.643517,4741300
2014-10-29,92.900002,93.680000,92.690002,92.959999,85.939331,4330400
2014-10-30,92.559998,94.150002,92.500000,93.879997,86.789864,2836400
2014-10-31,95.000000,95.669998,94.309998,95.010002,87.834511,5031500
2014-11-03,95.449997,95.669998,94.500000,94.860001,87.695847,4001200
2014-11-04,94.989998,95.599998,94.239998,94.980003,87.806793,4437300
2014-11-05,95.570000,96.010002,95.019997,95.800003,88.564850,3454700
2014-11-06,96.040001,96.639999,95.900002,96.209999,88.943893,3743200
2014-11-07,95.500000,95.720001,93.010002,93.610001,86.540260,6155400
2014-11-10,93.680000,95.000000,93.500000,94.750000,87.594162,4087700
2014-11-11,95.050003,95.750000,94.720001,95.690002,88.463150,2291400
2014-11-12,95.230003,95.970001,94.519997,95.680000,88.453918,2897700
2014-11-13,95.639999,96.739998,95.400002,95.900002,88.657295,2767700
2014-11-14,96.019997,96.120003,94.870003,95.110001,87.926964,2709600
2014-11-17,95.199997,96.690002,94.839996,96.470001,89.184250,3297600
2014-11-18,96.989998,98.610001,96.849998,98.190002,90.774345,4320800
2014-11-19,97.730003,98.410004,96.790001,96.860001,89.544807,3433800
2014-11-20,96.459999,96.849998,96.169998,96.849998,89.535545,3316700
2014-11-21,97.400002,98.040001,96.589996,96.709999,89.406113,4408600
2014-11-24,97.269997,97.290001,96.510002,96.900002,89.581764,3998800
2014-11-25,97.000000,98.139999,96.910004,97.900002,90.506248,4066300
2014-11-26,97.989998,98.739998,97.820000,98.110001,90.700386,2765900
2014-11-28,98.699997,99.419998,98.430000,98.629997,91.181114,2177500
2014-12-01,98.750000,99.830002,98.010002,99.059998,91.578636,4892800
2014-12-02,99.000000,100.000000,98.199997,99.830002,92.290504,5297200
2014-12-03,99.879997,101.330002,99.699997,100.800003,93.538605,6689000
2014-12-04,100.839996,100.930000,99.419998,99.669998,92.490005,4065200
2014-12-05,99.809998,100.709999,99.680000,100.330002,93.102463,3104900
2014-12-08,100.320000,100.900002,99.639999,99.919998,92.722000,3085800
2014-12-09,99.040001,101.089996,98.750000,101.019997,93.742760,3792200
2014-12-10,100.769997,101.019997,99.010002,99.089996,91.951775,3908700
2014-12-11,99.389999,100.669998,99.239998,99.730003,92.545677,2940600
2014-12-12,99.580002,100.410004,98.690002,98.760002,91.645554,3086500
2014-12-15,98.800003,99.750000,97.410004,98.269997,91.190849,3649300
2014-12-16,97.650002,98.779999,95.750000,95.849998,88.945175,4843800
2014-12-17,96.550003,99.750000,96.169998,99.139999,91.998169,6235000
2014-12-18,100.279999,102.260002,99.910004,102.239998,94.874847,4681000
2014-12-19,102.000000,104.000000,102.000000,102.489998,95.106850,7986500
2014-12-22,102.580002,103.239998,102.470001,103.040001,95.617241,2398100
2014-12-23,103.720001,103.930000,102.440002,102.849998,95.440910,3028600
2014-12-24,103.000000,103.320000,102.540001,102.680000,95.283180,950700
2014-12-26,102.589996,103.000000,102.160004,102.550003,95.162529,2019900
2014-12-29,102.379997,103.010002,101.830002,102.330002,94.958397,1708100
2014-12-30,102.250000,103.059998,102.250000,102.849998,95.440910,1767600
2014-12-31,103.120003,103.680000,101.029999,101.089996,93.807693,2313900
2015-01-02,101.500000,102.620003,100.010002,100.779999,93.520027,3060900
2015-01-05,100.300003,100.449997,98.750000,99.120003,91.979630,4679000
2015-01-06,99.830002,100.139999,98.459999,98.919998,91.794029,3468300
2015-01-07,98.959999,100.300003,98.919998,99.930000,92.731285,3225800
2015-01-08,101.570000,104.980003,100.720001,104.699997,97.157661,5346100
2015-01-09,104.419998,104.629997,102.900002,103.720001,96.248238,3397600
2015-01-12,103.830002,104.000000,101.910004,102.550003,95.162529,3051500
2015-01-13,103.940002,105.599998,101.839996,103.070000,95.645081,3856500
2015-01-14,101.610001,103.480003,101.180000,103.330002,95.886345,4725600
2015-01-15,103.559998,104.589996,103.129997,104.459999,96.934952,5888900
2015-01-16,104.500000,106.000000,103.650002,105.769997,98.150574,6045500
2015-01-20,106.199997,106.379997,104.500000,105.620003,98.011375,6526800
2015-01-21,106.519997,109.449997,105.620003,109.320000,101.444832,8293700
2015-01-22,109.750000,114.120003,109.330002,113.849998,105.648514,8055200
2015-01-23,113.639999,114.320000,112.000000,112.000000,103.931793,5256000
2015-01-26,112.000000,112.000000,110.760002,111.610001,103.569870,4203400
2015-01-27,110.949997,111.250000,109.919998,110.010002,102.085129,4718300
2015-01-28,110.570000,110.879997,108.449997,108.459999,100.646797,6633500
2015-01-29,108.150002,109.580002,106.739998,109.389999,101.509804,4912300
2015-01-30,108.620003,109.389999,106.139999,106.250000,98.596008,5397500
2015-02-02,106.730003,107.339996,105.070000,107.290001,99.561073,4657100
2015-02-03,107.349998,108.000000,106.519997,107.809998,100.043617,4192600
2015-02-04,106.830002,108.739998,106.750000,107.919998,100.145699,4768900
2015-02-05,108.320000,109.809998,108.320000,108.820000,100.980850,3297700
2015-02-06,108.589996,109.400002,107.190002,107.599998,99.848747,3661400
2015-02-09,106.930000,107.239998,106.279999,106.489998,98.818710,3909700
2015-02-10,107.260002,109.459999,107.129997,108.970001,101.120064,5437400
2015-02-11,108.730003,110.059998,108.379997,109.849998,101.936646,3798500
2015-02-12,110.699997,110.779999,108.830002,109.839996,101.927353,3378000
2015-02-13,109.690002,109.839996,108.680000,109.440002,101.556183,3727600
2015-02-17,109.339996,109.760002,108.519997,109.760002,101.853134,3430600
2015-02-18,109.760002,110.220001,108.949997,109.769997,101.862434,2958700
2015-02-19,109.540001,110.360001,109.440002,110.029999,102.103691,2674800
2015-02-20,109.959999,112.820000,109.440002,112.620003,104.507118,4647100
2015-02-23,112.989998,116.489998,112.849998,116.400002,108.014816,7060000
2015-02-24,116.260002,116.580002,115.320000,115.430000,107.114693,3582800
2015-02-25,115.820000,115.820000,113.720001,114.050003,105.834091,3845900
