Date,Open,High,Low,Close,Adj Close,Volume
2014-10-06,94.010002,95.330002,93.910004,94.519997,78.289642,10595400
2014-10-07,94.269997,95.190002,93.330002,93.370003,77.337120,10787900
2014-10-08,93.419998,94.830002,92.419998,94.610001,78.364197,15583700
2014-10-09,94.050003,94.489998,91.629997,91.820000,76.053268,17915600
2014-10-10,92.440002,93.269997,90.900002,91.599998,75.871040,18173100
2014-10-13,91.320000,92.529999,90.760002,90.839996,75.241554,14451100
2014-10-14,91.489998,92.230003,90.059998,90.550003,75.001343,23120500
2014-10-15,89.000000,90.610001,86.910004,90.220001,74.728027,24703500
2014-10-16,88.580002,91.269997,88.180000,90.599998,75.042755,25212600
2014-10-17,91.129997,92.250000,90.500000,91.209999,75.548012,18189200
2014-10-20,90.629997,91.889999,90.629997,91.769997,76.011848,10821700
2014-10-21,92.860001,94.029999,92.360001,93.650002,77.569046,15757000
2014-10-22,93.959999,94.589996,92.980003,93.129997,77.138329,12733600
2014-10-23,94.309998,94.980003,93.870003,94.110001,77.950035,11345100
2014-10-24,94.190002,94.529999,93.220001,94.489998,78.264793,9734100
2014-10-27,93.849998,93.849998,92.769997,93.709999,77.618721,11387700
2014-10-28,94.440002,95.199997,93.930000,95.099998,78.770058,12564100
2014-10-29,95.419998,95.980003,93.620003,94.589996,78.347618,12409100
2014-10-30,93.870003,94.669998,93.220001,94.449997,78.231651,9767900
2014-10-31,94.989998,96.889999,94.309998,96.709999,80.103577,17493700
2014-11-03,96.559998,97.099998,94.800003,95.260002,78.902557,13410000
2014-11-04,94.500000,94.889999,93.889999,94.519997,78.289642,13498500
2014-11-05,95.360001,95.769997,94.650002,95.070000,78.745201,12480000
2014-11-06,95.180000,96.419998,94.279999,96.260002,79.730873,14731400
2014-11-07,95.800003,97.160004,95.720001,96.589996,80.581810,13233500
2014-11-10,96.870003,97.099998,96.070000,96.279999,80.323196,9087600
2014-11-11,95.779999,96.510002,95.610001,96.410004,80.431641,7990000
2014-11-12,95.900002,96.400002,95.110001,95.379997,79.572365,11592800
2014-11-13,94.959999,95.209999,93.830002,94.660004,78.971680,12355400
2014-11-14,94.870003,95.110001,94.650002,95.089996,79.330429,9352500
2014-11-17,94.849998,95.139999,94.190002,95.110001,79.347107,8704400
2014-11-18,95.080002,95.750000,94.529999,94.870003,79.146873,9263200
2014-11-19,95.080002,95.739998,94.129997,95.610001,79.764229,8333200
2014-11-20,95.370003,95.900002,95.260002,95.820000,79.939438,8422400
2014-11-21,97.199997,97.199997,96.099998,96.809998,80.765358,12374900
2014-11-24,96.339996,96.800003,95.250000,95.720001,79.856003,10172400
2014-11-25,96.010002,96.029999,94.370003,94.779999,79.071793,13747400
2014-11-26,94.639999,95.129997,94.360001,94.480003,78.821518,9822100
2014-11-28,91.500000,91.849998,90.110001,90.540001,75.534500,19556700
2014-12-01,90.360001,92.870003,90.279999,92.349998,77.044533,27584200
2014-12-02,92.320000,94.669998,92.010002,94.190002,78.579567,20885300
2014-12-03,94.669998,95.330002,94.000000,94.949997,79.213600,16220400
2014-12-04,94.129997,94.610001,93.070000,94.370003,78.729744,12868600
2014-12-05,93.949997,94.589996,93.349998,93.820000,78.270889,11831900
2014-12-08,92.900002,93.129997,91.370003,91.699997,76.502235,15735900
2014-12-09,91.230003,92.059998,90.760002,91.379997,76.235268,15883800
2014-12-10,90.720001,90.730003,88.199997,88.669998,73.974426,22279400
2014-12-11,88.860001,91.540001,88.849998,89.199997,74.416580,21522200
2014-12-12,88.709999,89.000000,86.599998,86.599998,72.247498,24568300
2014-12-15,87.529999,88.599998,86.500000,86.900002,72.497765,21373600
2014-12-16,86.379997,89.199997,86.190002,86.410004,72.088974,26372400
2014-12-17,87.239998,89.900002,87.150002,89.019997,74.266411,23323000
2014-12-18,90.370003,91.160004,88.400002,91.160004,76.051765,22882700
2014-12-19,90.209999,93.639999,89.610001,93.639999,78.120728,38469000
2014-12-22,92.959999,93.669998,92.449997,93.330002,77.862099,17871800
2014-12-23,93.519997,95.180000,93.050003,94.589996,78.913284,13706500
2014-12-24,94.220001,94.250000,92.980003,93.779999,78.237534,6875700
2014-12-26,93.989998,94.430000,92.620003,93.209999,77.761993,10585000
2014-12-29,93.330002,93.860001,92.889999,93.070000,77.645195,9892100
2014-12-30,92.769997,93.389999,92.510002,93.019997,77.603470,8743400
2014-12-31,92.419998,93.129997,92.059998,92.449997,77.127960,11337200
2015-01-02,92.250000,93.050003,91.809998,92.830002,77.444969,10220400
2015-01-05,92.099998,92.400002,89.500000,90.290001,75.325943,18502400
2015-01-06,90.239998,91.410004,89.019997,89.809998,74.925484,16670700
2015-01-07,90.650002,91.480003,90.000000,90.720001,75.684662,13590700
2015-01-08,91.250000,92.269997,91.000000,92.230003,76.944412,15487500
2015-01-09,92.300003,92.779999,91.370003,92.099998,76.835953,14488400
2015-01-12,91.239998,91.339996,89.820000,90.330002,75.359314,15176300
2015-01-13,90.879997,91.430000,89.110001,90.000000,75.084000,17469000
2015-01-14,88.949997,89.889999,87.260002,89.739998,74.867088,23272100
2015-01-15,90.430000,90.660004,88.510002,88.959999,74.216362,18759600
2015-01-16,88.980003,91.190002,88.980003,91.120003,76.018379,17713100
2015-01-20,91.139999,91.779999,90.379997,91.089996,75.993370,16761000
2015-01-21,91.739998,91.989998,91.010002,91.870003,76.644066,14276400
2015-01-22,92.309998,92.970001,91.320000,92.870003,77.478348,13559000
2015-01-23,92.279999,92.480003,90.790001,90.889999,75.826500,14706300
2015-01-26,90.610001,91.940002,90.470001,91.760002,76.552299,10672500
2015-01-27,91.239998,91.599998,90.599998,90.949997,75.876556,12301500
