Ticker,Company,Date,Open,High,Low,Close,Adj Close,Volume
ABC,AmerisourceBergen Corporation,10/1/2018,92.75,93.940002,92.300003,92.790001,91.046654,1232500
ABC,AmerisourceBergen Corporation,10/2/2018,92.510002,93.160004,91.389999,91.400002,89.682762,1197600
ABC,AmerisourceBergen Corporation,10/3/2018,92.050003,92.709999,90.830002,91.029999,89.319717,1405100
ABC,AmerisourceBergen Corporation,10/4/2018,91.360001,92.57,90.809998,91.040001,89.329536,1300400
ABC,AmerisourceBergen Corporation,10/5/2018,91.010002,92.190002,89.910004,90.580002,88.878166,1178600
ABC,AmerisourceBergen Corporation,10/8/2018,90.599998,92.25,90.599998,91.290001,89.574829,1163400
ABC,AmerisourceBergen Corporation,10/9/2018,91.489998,91.800003,90.440002,90.919998,89.211784,1157900
ABC,AmerisourceBergen Corporation,10/10/2018,91.050003,92.830002,90.809998,90.839996,89.133286,1781600
ABC,AmerisourceBergen Corporation,10/11/2018,90.529999,90.790001,86.870003,87.309998,85.669609,1590200
ABC,AmerisourceBergen Corporation,10/12/2018,88.25,88.779999,86.760002,88.480003,86.817627,1147900
ABC,AmerisourceBergen Corporation,10/15/2018,88.07,90.540001,88.07,89.540001,87.857712,956700
ABC,AmerisourceBergen Corporation,10/16/2018,90.029999,93.220001,89.489998,92.57,90.83078,2020200
ABC,AmerisourceBergen Corporation,10/17/2018,92.769997,94.57,92.5,93.760002,91.998421,1470300
ABC,AmerisourceBergen Corporation,10/18/2018,93.959999,94.279999,92.540001,93.379997,91.625557,881100
ABC,AmerisourceBergen Corporation,10/19/2018,93.290001,94.849998,92.440002,92.800003,91.056465,1100500
ABC,AmerisourceBergen Corporation,10/22/2018,92.959999,93.5,89.650002,90.220001,88.524933,1244600
ABC,AmerisourceBergen Corporation,10/23/2018,88.949997,90.739998,87.489998,90.279999,88.583801,940400
ABC,AmerisourceBergen Corporation,10/24/2018,89.839996,90.190002,84.330002,84.489998,82.902588,2792500
ABC,AmerisourceBergen Corporation,10/25/2018,84.629997,87.300003,83.580002,85.720001,84.109482,2680800
ABC,AmerisourceBergen Corporation,10/26/2018,84.940002,86.120003,83.07,84.720001,83.128273,1017200
ABC,AmerisourceBergen Corporation,10/29/2018,85.910004,87.730003,84.879997,85.989998,84.374413,777100
ABC,AmerisourceBergen Corporation,10/30/2018,86.339996,87.68,85.809998,87.610001,85.963974,1095600
ABC,AmerisourceBergen Corporation,10/31/2018,88.010002,89.220001,87.129997,88,86.346649,961900
ABC,AmerisourceBergen Corporation,11/1/2018,88.440002,91.169998,88.389999,90.919998,89.211784,927800
ABC,AmerisourceBergen Corporation,11/2/2018,91.709999,91.980003,88.059998,88.57,86.905937,989500
ABC,AmerisourceBergen Corporation,11/5/2018,89.169998,89.57,88.25,88.559998,86.896118,1162800
ABC,AmerisourceBergen Corporation,11/6/2018,83.5,85.940002,80.279999,84,82.421791,4966200
ABC,AmerisourceBergen Corporation,11/7/2018,84.400002,87.370003,84.400002,86.540001,84.914078,1975100
ABC,AmerisourceBergen Corporation,11/8/2018,85.870003,90.019997,84.870003,89.169998,87.494667,2154800
