Ticker,Company,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,Apple Inc,9/28/2018,224.789993,225.839996,224.020004,225.740005,222.290543,22929400
AAPL,Apple Inc,10/1/2018,227.949997,229.419998,226.350006,227.259995,223.787323,23600800
AAPL,Apple Inc,10/2/2018,227.25,230,226.630005,229.279999,225.776459,24788200
AAPL,Apple Inc,10/3/2018,230.050003,233.470001,229.779999,232.070007,228.523819,28654800
AAPL,Apple Inc,10/4/2018,230.779999,232.350006,226.729996,227.990005,224.50618,32042000
AAPL,Apple Inc,10/5/2018,227.960007,228.410004,220.580002,224.289993,220.862717,33580500
AAPL,Apple Inc,10/8/2018,222.210007,224.800003,220.199997,223.770004,220.350662,29663900
AAPL,Apple Inc,10/9/2018,223.639999,227.270004,222.25,226.869995,223.403275,26891000
AAPL,Apple Inc,10/10/2018,225.460007,226.350006,216.050003,216.360001,213.053894,41990600
AAPL,Apple Inc,10/11/2018,214.520004,219.5,212.320007,214.449997,211.173065,53124400
AAPL,Apple Inc,10/12/2018,220.419998,222.880005,216.839996,222.110001,218.716034,40337900
AAPL,Apple Inc,10/15/2018,221.160004,221.830002,217.270004,217.360001,214.038605,30791000
AAPL,Apple Inc,10/16/2018,218.929993,222.990005,216.759995,222.149994,218.755417,29184000
AAPL,Apple Inc,10/17/2018,222.300003,222.639999,219.339996,221.190002,217.810089,22885400
AAPL,Apple Inc,10/18/2018,217.860001,219.740005,213,216.020004,212.719086,32581300
AAPL,Apple Inc,10/19/2018,218.059998,221.259995,217.429993,219.309998,215.958801,33078700
AAPL,Apple Inc,10/22/2018,219.789993,223.360001,218.940002,220.649994,217.27832,28792100
AAPL,Apple Inc,10/23/2018,215.830002,223.25,214.699997,222.729996,219.326538,38767800
AAPL,Apple Inc,10/24/2018,222.600006,224.229996,214.539993,215.089996,211.803284,40925500
AAPL,Apple Inc,10/25/2018,217.710007,221.380005,216.75,219.800003,216.44133,29855800
AAPL,Apple Inc,10/26/2018,215.899994,220.190002,212.669998,216.300003,212.994797,47258400
AAPL,Apple Inc,10/29/2018,219.190002,219.690002,206.089996,212.240005,208.996857,45935500
AAPL,Apple Inc,10/30/2018,211.149994,215.179993,209.270004,213.300003,210.040649,36660000
AAPL,Apple Inc,10/31/2018,216.880005,220.449997,216.619995,218.860001,215.515686,38358900
AAPL,Apple Inc,11/1/2018,219.050003,222.360001,216.809998,222.220001,218.824341,58323200
AAPL,Apple Inc,11/2/2018,209.550003,213.649994,205.429993,207.479996,204.30957,91328700
AAPL,Apple Inc,11/5/2018,204.300003,204.389999,198.169998,201.589996,198.509583,66163700
AAPL,Apple Inc,11/6/2018,201.919998,204.720001,201.690002,203.770004,200.656265,31882900
AAPL,Apple Inc,11/7/2018,205.970001,210.059998,204.130005,209.949997,206.741821,33424400
AAPL,Apple Inc,11/8/2018,209.979996,210.119995,206.75,208.490005,206.020493,25362600
AAPL,Apple Inc,11/9/2018,205.550003,206.009995,202.25,204.470001,202.048096,34365800
AAPL,Apple Inc,11/12/2018,199,199.850006,193.789993,194.169998,191.870087,51135500
AAPL,Apple Inc,11/13/2018,191.630005,197.179993,191.449997,192.229996,189.953079,46882900
AAPL,Apple Inc,11/14/2018,193.899994,194.479996,185.929993,186.800003,184.587402,60801000
AAPL,Apple Inc,11/15/2018,188.389999,191.970001,186.899994,191.410004,189.142792,46478800
AAPL,Apple Inc,11/16/2018,190.5,194.970001,189.460007,193.529999,191.237686,36928300
AAPL,Apple Inc,11/19/2018,190,190.699997,184.990005,185.860001,183.658539,41925300
AAPL,Apple Inc,11/20/2018,178.369995,181.470001,175.509995,176.979996,174.883713,67825200
AAPL,Apple Inc,11/21/2018,179.729996,180.270004,176.550003,176.779999,174.686081,31124200
AAPL,Apple Inc,11/23/2018,174.940002,176.600006,172.100006,172.289993,170.249252,23624000
AAPL,Apple Inc,11/26/2018,174.240005,174.949997,170.259995,174.619995,172.551666,44998500
AAPL,Apple Inc,11/27/2018,171.509995,174.770004,170.880005,174.240005,172.176163,41387400
AAPL,Apple Inc,11/28/2018,176.729996,181.289993,174.929993,180.940002,178.796799,46062500
AAPL,Apple Inc,11/29/2018,182.660004,182.800003,177.699997,179.550003,177.423264,41770000
AAPL,Apple Inc,11/30/2018,180.289993,180.330002,177.029999,178.580002,176.464767,39531500
AAPL,Apple Inc,12/3/2018,184.460007,184.940002,181.210007,184.820007,182.630859,40802500
AAPL,Apple Inc,12/4/2018,180.949997,182.389999,176.270004,176.690002,174.597153,41344300
AAPL,Apple Inc,12/6/2018,171.759995,174.779999,170.419998,174.720001,172.650482,43098400
AAPL,Apple Inc,12/7/2018,173.490005,174.490005,168.300003,168.490005,166.494278,42281600
AAPL,Apple Inc,12/10/2018,165,170.089996,163.330002,169.600006,167.591125,62026000
AAPL,Apple Inc,12/11/2018,171.660004,171.789993,167,168.630005,166.632614,47281700
AAPL,Apple Inc,12/12/2018,170.399994,171.919998,169.020004,169.100006,167.097046,35627700
AAPL,Apple Inc,12/13/2018,170.490005,172.570007,169.550003,170.949997,168.925125,31898600
AAPL,Apple Inc,12/14/2018,169,169.080002,165.279999,165.479996,163.519913,40703700
AAPL,Apple Inc,12/17/2018,165.449997,168.350006,162.729996,163.940002,161.998169,44287900
AAPL,Apple Inc,12/18/2018,165.380005,167.529999,164.389999,166.070007,164.102936,33841500
AAPL,Apple Inc,12/19/2018,166,167.449997,159.089996,160.889999,158.984299,49047300
AAPL,Apple Inc,12/20/2018,160.399994,162.110001,155.300003,156.830002,154.972397,64773000
AAPL,Apple Inc,12/21/2018,156.860001,158.160004,149.630005,150.729996,148.944626,95744600
AAPL,Apple Inc,12/24/2018,148.149994,151.550003,146.589996,146.830002,145.090836,37169200
AAPL,Apple Inc,12/26/2018,148.300003,157.229996,146.720001,157.169998,155.30835,58582500
AAPL,Apple Inc,12/27/2018,155.839996,156.770004,150.070007,156.149994,154.300446,53117100
AAPL,Apple Inc,12/28/2018,157.5,158.520004,154.550003,156.229996,154.379486,42291400
AAPL,Apple Inc,12/31/2018,158.529999,159.360001,156.479996,157.740005,155.871613,35003500
AAPL,Apple Inc,1/2/2019,154.889999,158.850006,154.229996,157.919998,156.049484,37039700
AAPL,Apple Inc,1/3/2019,143.979996,145.720001,142,142.190002,140.505798,91312200
AAPL,Apple Inc,1/4/2019,144.529999,148.550003,143.800003,148.259995,146.503891,58607100
AAPL,Apple Inc,1/7/2019,148.699997,148.830002,145.899994,147.929993,146.177811,54777800
AAPL,Apple Inc,1/8/2019,149.559998,151.820007,148.520004,150.75,148.964386,41025300
AAPL,Apple Inc,1/9/2019,151.289993,154.529999,149.630005,153.309998,151.494064,45099100
AAPL,Apple Inc,1/10/2019,152.5,153.970001,150.860001,153.800003,151.978271,35780700
AAPL,Apple Inc,1/11/2019,152.880005,153.699997,151.509995,152.289993,150.48616,27023200
AAPL,Apple Inc,1/14/2019,150.850006,151.270004,149.220001,150,148.223282,32439200
AAPL,Apple Inc,1/15/2019,150.270004,153.389999,150.050003,153.070007,151.256927,28710900
AAPL,Apple Inc,1/16/2019,153.080002,155.880005,153,154.940002,153.104782,30569700
AAPL,Apple Inc,1/17/2019,154.199997,157.660004,153.259995,155.860001,154.013885,29821200
AAPL,Apple Inc,1/18/2019,157.5,157.880005,155.979996,156.820007,154.962494,33751000
AAPL,Apple Inc,1/22/2019,156.410004,156.729996,152.619995,153.300003,151.484207,30394000
AAPL,Apple Inc,1/23/2019,154.149994,155.139999,151.699997,153.919998,152.096848,23130600
AAPL,Apple Inc,1/24/2019,154.110001,154.479996,151.740005,152.699997,150.891296,25441500
AAPL,Apple Inc,1/25/2019,155.479996,158.130005,154.320007,157.759995,155.891357,33535500
AAPL,Apple Inc,1/28/2019,155.789993,156.330002,153.660004,156.300003,154.448654,26192100
AAPL,Apple Inc,1/29/2019,156.25,158.130005,154.110001,154.679993,152.847839,41587200
AAPL,Apple Inc,1/30/2019,163.25,166.149994,160.229996,165.25,163.292648,61109800
AAPL,Apple Inc,1/31/2019,166.110001,169,164.559998,166.440002,164.468567,40739600
AAPL,Apple Inc,2/1/2019,166.960007,168.979996,165.929993,166.520004,164.547607,32668100
AAPL,Apple Inc,2/4/2019,167.410004,171.660004,167.279999,171.25,169.221588,31495500
AAPL,Apple Inc,2/5/2019,172.860001,175.080002,172.350006,174.179993,172.116867,36101600
AAPL,Apple Inc,2/6/2019,174.649994,175.570007,172.850006,174.240005,172.176163,28239600
AAPL,Apple Inc,2/7/2019,172.399994,173.940002,170.339996,170.940002,168.915268,31741700
AAPL,Apple Inc,2/8/2019,168.990005,170.660004,168.419998,170.410004,169.113724,23820000
AAPL,Apple Inc,2/11/2019,171.050003,171.210007,169.25,169.429993,168.141174,20993400
AAPL,Apple Inc,2/12/2019,170.100006,171,169.699997,170.889999,169.590073,22283500
AAPL,Apple Inc,2/13/2019,171.389999,172.479996,169.919998,170.179993,168.885468,22490200
AAPL,Apple Inc,2/14/2019,169.710007,171.259995,169.380005,170.800003,169.500778,21835700
AAPL,Apple Inc,2/15/2019,171.25,171.699997,169.75,170.419998,169.123657,24626800
AAPL,Apple Inc,2/19/2019,169.710007,171.440002,169.490005,170.929993,169.629761,18972800
AAPL,Apple Inc,2/20/2019,171.190002,173.320007,170.990005,172.029999,170.721405,26114400
AAPL,Apple Inc,2/21/2019,171.800003,172.369995,170.300003,171.059998,169.758789,17249700
AAPL,Apple Inc,2/22/2019,171.580002,173,171.380005,172.970001,171.654251,18913200
AAPL,Apple Inc,2/25/2019,174.160004,175.869995,173.949997,174.229996,172.904678,21873400
AAPL,Apple Inc,2/26/2019,173.710007,175.300003,173.169998,174.330002,173.003922,17070200
AAPL,Apple Inc,2/27/2019,173.210007,175,172.729996,174.869995,173.539795,27835400
AAPL,Apple Inc,2/28/2019,174.320007,174.910004,172.919998,173.149994,171.832886,28215400
AAPL,Apple Inc,3/1/2019,174.279999,175.149994,172.889999,174.970001,173.639038,25886200
AAPL,Apple Inc,3/4/2019,175.690002,177.75,173.970001,175.850006,174.51236,27436200
AAPL,Apple Inc,3/5/2019,175.940002,176,174.539993,175.529999,174.194778,19737400
AAPL,Apple Inc,3/6/2019,174.669998,175.490005,173.940002,174.520004,173.192474,20810400
AAPL,Apple Inc,3/7/2019,173.869995,174.440002,172.020004,172.5,171.187836,24796400
AAPL,Apple Inc,3/8/2019,170.320007,173.070007,169.5,172.910004,171.594711,23999400
AAPL,Apple Inc,3/11/2019,175.490005,179.119995,175.350006,178.899994,177.539139,32011000
AAPL,Apple Inc,3/12/2019,180,182.669998,179.369995,180.910004,179.533875,32467600
AAPL,Apple Inc,3/13/2019,182.25,183.300003,180.919998,181.710007,180.327774,31032500
AAPL,Apple Inc,3/14/2019,183.899994,184.100006,182.559998,183.729996,182.332397,23579500
AAPL,Apple Inc,3/15/2019,184.850006,187.330002,183.740005,186.119995,184.704224,39042900
AAPL,Apple Inc,3/18/2019,185.800003,188.389999,185.789993,188.020004,186.589783,26219800
AAPL,Apple Inc,3/19/2019,188.350006,188.990005,185.919998,186.529999,185.111115,31646400
AAPL,Apple Inc,3/20/2019,186.229996,189.490005,184.729996,188.160004,186.728714,31035200
AAPL,Apple Inc,3/21/2019,190.020004,196.330002,189.809998,195.089996,193.605988,51034200
AAPL,Apple Inc,3/22/2019,195.339996,197.690002,190.779999,191.050003,189.596725,42407700
AAPL,Apple Inc,3/25/2019,191.509995,191.979996,186.600006,188.740005,187.304291,43845300
AAPL,Apple Inc,3/26/2019,191.660004,192.880005,184.580002,186.789993,185.369125,49800500
AAPL,Apple Inc,3/27/2019,188.75,189.759995,186.550003,188.470001,187.036346,29848400
AAPL,Apple Inc,3/28/2019,188.949997,189.559998,187.529999,188.720001,187.284439,20780400
AAPL,Apple Inc,3/29/2019,189.830002,190.080002,188.539993,189.949997,188.505081,23564000
AAPL,Apple Inc,4/1/2019,191.639999,191.679993,188.380005,191.240005,189.785278,27862000
AAPL,Apple Inc,4/2/2019,191.089996,194.460007,191.050003,194.020004,192.544144,22765700
AAPL,Apple Inc,4/3/2019,193.25,196.5,193.149994,195.350006,193.864029,23271800
AAPL,Apple Inc,4/4/2019,194.789993,196.369995,193.139999,195.690002,194.201431,19114300
AAPL,Apple Inc,4/5/2019,196.449997,197.100006,195.929993,197,195.501465,18526600
AAPL,Apple Inc,4/8/2019,196.419998,200.229996,196.339996,200.100006,198.577881,25881700
AAPL,Apple Inc,4/9/2019,200.320007,202.850006,199.229996,199.5,197.982452,35768200
AAPL,Apple Inc,4/10/2019,198.679993,200.740005,198.179993,200.619995,199.093918,21695300
AAPL,Apple Inc,4/11/2019,200.850006,201,198.440002,198.949997,197.43663,20900800
AAPL,Apple Inc,4/12/2019,199.199997,200.139999,196.210007,198.869995,197.357239,27760700
AAPL,Apple Inc,4/15/2019,198.580002,199.850006,198.009995,199.229996,197.714493,17536600
AAPL,Apple Inc,4/16/2019,199.460007,201.369995,198.559998,199.25,197.734344,25696400
AAPL,Apple Inc,4/17/2019,199.539993,203.380005,198.610001,203.130005,201.584839,28906800
