Ticker,Companies,Date,Open,High,Low,Close,Adj Close,Volume
MCK,McKesson Corporation,3/7/2019,113.339996,113.959999,111.699997,112.279999,111.593796,2450000
MCK,McKesson Corporation,3/8/2019,112.129997,112.470001,110.519997,111.860001,111.176369,1389200
MCK,McKesson Corporation,3/11/2019,112.290001,113.599998,112.089996,113.480003,112.786469,1231400
MCK,McKesson Corporation,3/12/2019,113.989998,115.919998,113.989998,115.610001,114.90345,1285600
MCK,McKesson Corporation,3/13/2019,116.279999,118.110001,115.790001,117.470001,116.752083,1186800
MCK,McKesson Corporation,3/14/2019,117.459999,118.32,116.519997,117.720001,117.000549,1064300
MCK,McKesson Corporation,3/15/2019,118.040001,119.650002,117.739998,119.260002,118.531151,2296700
MCK,McKesson Corporation,3/18/2019,119.809998,121.449997,119.720001,121.370003,120.62825,1516800
MCK,McKesson Corporation,3/19/2019,121.57,123.25,121.400002,122.519997,121.771217,1302600
MCK,McKesson Corporation,3/20/2019,122.690002,122.690002,120.419998,120.650002,119.912651,1512600
MCK,McKesson Corporation,3/21/2019,120.32,122.349998,119.510002,122.230003,121.482994,818500
MCK,McKesson Corporation,3/22/2019,121.809998,122,118.510002,118.540001,117.815544,1115800
MCK,McKesson Corporation,3/25/2019,118.760002,118.760002,115.139999,115.650002,114.943207,1335900
MCK,McKesson Corporation,3/26/2019,115.849998,116.940002,114.970001,115.849998,115.141983,961000
MCK,McKesson Corporation,3/27/2019,115.419998,116.669998,114.459999,115.709999,115.002838,831000
MCK,McKesson Corporation,3/28/2019,116.120003,117.059998,115.029999,115.290001,114.585403,668800
MCK,McKesson Corporation,3/29/2019,116.019997,117.25,115.190002,117.059998,116.344582,1115900
MCK,McKesson Corporation,4/1/2019,118,118.93,117.379997,118.839996,118.113701,1155400
MCK,McKesson Corporation,4/2/2019,116.739998,118.209999,114.709999,114.790001,114.088463,2709300
MCK,McKesson Corporation,4/3/2019,115.800003,117.790001,113.879997,115.080002,114.376694,1753000
MCK,McKesson Corporation,4/4/2019,115.349998,115.660004,113.199997,115.010002,114.307121,1746900
MCK,McKesson Corporation,4/5/2019,115.510002,117.82,115.089996,116.699997,115.986786,2471000
MCK,McKesson Corporation,4/8/2019,116.709999,117.809998,115.830002,116.82,116.106056,1161100
MCK,McKesson Corporation,4/9/2019,116.279999,116.970001,114.610001,115.800003,115.092285,917100
MCK,McKesson Corporation,4/10/2019,116.07,116.480003,113.419998,115.269997,114.565529,1127000
MCK,McKesson Corporation,4/11/2019,115.669998,115.919998,113.480003,114.190002,113.492126,989700
MCK,McKesson Corporation,4/12/2019,114.870003,117.110001,114.379997,116.050003,115.340767,1343100
MCK,McKesson Corporation,4/15/2019,116.489998,118.540001,116.089996,117.209999,116.493668,1059600
MCK,McKesson Corporation,4/16/2019,118.010002,118.910004,115.209999,116.610001,115.897339,992700
MCK,McKesson Corporation,4/17/2019,117.169998,117.25,111.709999,112.489998,111.802521,1441600
MCK,McKesson Corporation,4/18/2019,112.559998,114.610001,111.910004,114.099998,113.402672,1193600
MCK,McKesson Corporation,4/22/2019,113.779999,114.860001,111.900002,112.470001,111.782639,707200
MCK,McKesson Corporation,4/23/2019,112.519997,116.379997,112.230003,115.199997,114.495949,1089800
MCK,McKesson Corporation,4/24/2019,115.230003,116.029999,114.07,115.330002,114.62516,958000
MCK,McKesson Corporation,4/25/2019,115.080002,115.900002,113.690002,115.209999,114.50589,652400
MCK,McKesson Corporation,4/26/2019,115.779999,117.870003,115.779999,117.580002,116.861412,1458400
MCK,McKesson Corporation,4/29/2019,117.699997,118.989998,117.480003,118.370003,117.646584,1059100
MCK,McKesson Corporation,4/30/2019,119.040001,120.339996,117.849998,119.25,118.521202,1105700
MCK,McKesson Corporation,5/1/2019,119.660004,120.589996,118.650002,119.010002,118.282677,1007200
MCK,McKesson Corporation,5/2/2019,119.080002,122.650002,119.07,122.629997,121.880547,1244500
MCK,McKesson Corporation,5/3/2019,122.940002,125.339996,122.489998,123.480003,122.725357,1759200
MCK,McKesson Corporation,5/6/2019,122.239998,125.199997,121.330002,124.919998,124.156548,1370800
MCK,McKesson Corporation,5/7/2019,123.669998,125.919998,123.459999,125.68,124.911911,2539700
MCK,McKesson Corporation,5/8/2019,127,133.220001,123.870003,131.699997,130.895111,3147800
MCK,McKesson Corporation,5/9/2019,131.470001,135.509995,130.160004,134.600006,133.777405,2057900
MCK,McKesson Corporation,5/10/2019,133.589996,134.830002,128.919998,130.860001,130.060257,1281100
MCK,McKesson Corporation,5/13/2019,129.389999,129.800003,125.300003,126.449997,125.6772,1447600
MCK,McKesson Corporation,5/14/2019,126.610001,127.519997,125.559998,125.610001,124.842339,1469700
MCK,McKesson Corporation,5/15/2019,125.57,126.690002,123.120003,126.309998,125.538048,1016100
MCK,McKesson Corporation,5/16/2019,127,128,125.169998,125.580002,124.812523,2189600
MCK,McKesson Corporation,5/17/2019,124.389999,126.900002,124.370003,125,124.236069,1720500
MCK,McKesson Corporation,5/20/2019,124.290001,126.57,123.599998,126.400002,125.627502,2175700
MCK,McKesson Corporation,5/21/2019,126.559998,130.440002,126.400002,128.330002,127.545708,1819900
MCK,McKesson Corporation,5/22/2019,128.25,130.070007,127.879997,129.630005,128.837784,1312600
MCK,McKesson Corporation,5/23/2019,129.119995,130.720001,128.179993,129.089996,128.301071,1420400
MCK,McKesson Corporation,5/24/2019,129.169998,130.580002,128.740005,129.919998,129.125992,1283800
MCK,McKesson Corporation,5/28/2019,129.479996,131.630005,129.339996,130.100006,129.304901,1502000
MCK,McKesson Corporation,5/29/2019,129.619995,129.899994,125.190002,125.389999,124.62368,2021500
MCK,McKesson Corporation,5/30/2019,125.489998,126.510002,122.760002,123.849998,123.093094,1674500
MCK,McKesson Corporation,5/31/2019,122.379997,123.529999,121.169998,122.139999,121.777016,1584900
MCK,McKesson Corporation,6/3/2019,122.279999,125.25,122.269997,124.559998,124.189819,1050900
MCK,McKesson Corporation,6/4/2019,126.139999,128.610001,125.849998,127.559998,127.180901,1675500
MCK,McKesson Corporation,6/5/2019,128.410004,129.600006,126.150002,127.370003,126.99147,1013300
MCK,McKesson Corporation,6/6/2019,127.040001,129.429993,127.040001,128.149994,127.76915,1274500
MCK,McKesson Corporation,6/7/2019,128.899994,131.210007,128.600006,130.279999,129.892822,1042700
MCK,McKesson Corporation,6/10/2019,131.139999,133.910004,130.279999,132.75,132.355484,1212100
MCK,McKesson Corporation,6/11/2019,133.389999,134,131.669998,132.600006,132.205933,1456900
MCK,McKesson Corporation,6/12/2019,132.210007,134.190002,131.919998,134.020004,133.621719,1133400
MCK,McKesson Corporation,6/13/2019,134.470001,134.889999,133.009995,134.839996,134.43927,735700
MCK,McKesson Corporation,6/14/2019,135,135.009995,133.020004,133.130005,132.73436,1056500
MCK,McKesson Corporation,6/17/2019,133.839996,134.089996,132.199997,133.830002,133.432281,950000
MCK,McKesson Corporation,6/18/2019,135.169998,135.169998,132.949997,133.470001,133.073349,1126800
MCK,McKesson Corporation,6/19/2019,133.770004,135.350006,133.119995,134.929993,134.528992,1125200
MCK,McKesson Corporation,6/20/2019,135.75,135.75,132.960007,134.449997,134.05043,1072600
MCK,McKesson Corporation,6/21/2019,134.449997,134.449997,132.350006,133.059998,132.664551,1957000
MCK,McKesson Corporation,6/24/2019,133.270004,133.419998,130.259995,131.130005,130.740295,924600
MCK,McKesson Corporation,6/25/2019,131.809998,133.270004,130.360001,131.800003,131.40831,1050900
MCK,McKesson Corporation,6/26/2019,131.75,131.929993,129.470001,130.190002,129.803085,1330000
MCK,McKesson Corporation,6/27/2019,131.029999,134.070007,130.839996,133.919998,133.522003,1080400
MCK,McKesson Corporation,6/28/2019,133.839996,134.960007,132.729996,134.389999,133.990601,3192300
MCK,McKesson Corporation,7/1/2019,135,135.419998,133.240005,134.240005,133.841064,818200
MCK,McKesson Corporation,7/2/2019,133.949997,136.270004,132.139999,135.860001,135.456238,1154300
MCK,McKesson Corporation,7/3/2019,136.990005,142.309998,136.130005,140.740005,140.321747,1574200
MCK,McKesson Corporation,7/5/2019,140.600006,143.75,139.039993,140.029999,139.613846,991900
MCK,McKesson Corporation,7/8/2019,139.529999,140.740005,137.679993,140.479996,140.0625,1040000
MCK,McKesson Corporation,7/9/2019,139.570007,141.220001,139,139.240005,138.826202,1152800
MCK,McKesson Corporation,7/10/2019,139.860001,141.050003,138.289993,141.009995,140.590927,671700
MCK,McKesson Corporation,7/11/2019,145.910004,148.229996,141.740005,143.820007,143.392593,2206700
MCK,McKesson Corporation,7/12/2019,144.029999,146.350006,142.830002,144.600006,144.170273,1521200
MCK,McKesson Corporation,7/15/2019,144.850006,144.990005,141.429993,142.720001,142.295853,1329700
MCK,McKesson Corporation,7/16/2019,142.770004,143.220001,139.350006,142.960007,142.535141,1535000
MCK,McKesson Corporation,7/17/2019,141.830002,142.240005,138.169998,138.630005,138.218018,1517900
MCK,McKesson Corporation,7/18/2019,137.839996,139.889999,136.509995,139.679993,139.264877,906100
MCK,McKesson Corporation,7/19/2019,139.929993,140.119995,137.910004,138.899994,138.487198,818500
MCK,McKesson Corporation,7/22/2019,139.429993,140.289993,137.960007,138.759995,138.34761,627900
MCK,McKesson Corporation,7/23/2019,138.830002,139.059998,137.279999,138.110001,137.699554,876700
MCK,McKesson Corporation,7/24/2019,138.5,140.899994,137.919998,140.369995,139.952835,945200
MCK,McKesson Corporation,7/25/2019,140.369995,141.360001,137.75,138.119995,137.709518,1098200
MCK,McKesson Corporation,7/26/2019,138.740005,139.300003,137.600006,138.949997,138.537048,842400
MCK,McKesson Corporation,7/29/2019,138.940002,141.490005,138.800003,141.279999,140.860138,983400
MCK,McKesson Corporation,7/30/2019,140,143.25,139.100006,142.520004,142.096451,904700
MCK,McKesson Corporation,7/31/2019,142.080002,142.559998,137.75,138.949997,138.537048,1735800
MCK,McKesson Corporation,8/1/2019,144.729996,149.990005,143.270004,148.25,147.809418,2892300
MCK,McKesson Corporation,8/2/2019,148,148.410004,145.179993,148.130005,147.689774,1268600
MCK,McKesson Corporation,8/5/2019,146.520004,147.240005,144.169998,144.660004,144.230087,1605600
MCK,McKesson Corporation,8/6/2019,144.660004,147.949997,134.119995,139,138.586914,4835800
MCK,McKesson Corporation,8/7/2019,137.619995,139.570007,133.059998,139.210007,138.796295,2695300
MCK,McKesson Corporation,8/8/2019,139.529999,141.679993,138.520004,140.5,140.082443,2031000
MCK,McKesson Corporation,8/9/2019,140.5,141.619995,139.179993,140.190002,139.773376,1500800
MCK,McKesson Corporation,8/12/2019,139.910004,143.270004,139.300003,142.710007,142.285889,1375400
MCK,McKesson Corporation,8/13/2019,143.050003,147.610001,142.240005,146.309998,145.875183,1833400
MCK,McKesson Corporation,8/14/2019,144.639999,145.669998,141.130005,141.860001,141.438416,1496400
MCK,McKesson Corporation,8/15/2019,141.860001,142.600006,140.779999,141.270004,140.850159,1318400
MCK,McKesson Corporation,8/16/2019,142.119995,145.740005,140.779999,145.289993,144.858215,1208300
MCK,McKesson Corporation,8/19/2019,146.679993,148.509995,145.860001,145.960007,145.52623,1506900
MCK,McKesson Corporation,8/20/2019,146,147.949997,144.479996,144.779999,144.349731,2009500
MCK,McKesson Corporation,8/21/2019,144.990005,148.660004,144.860001,146.490005,146.054657,2168300
MCK,McKesson Corporation,8/22/2019,147.770004,150.199997,147.380005,147.759995,147.320862,1859900
MCK,McKesson Corporation,8/23/2019,146.850006,150.820007,143.970001,144.850006,144.419525,2141500
MCK,McKesson Corporation,8/26/2019,146.139999,147.699997,145.619995,147.080002,146.642899,1200600
MCK,McKesson Corporation,8/27/2019,147.259995,147.990005,138.309998,138.75,138.337646,2663900
MCK,McKesson Corporation,8/28/2019,138.100006,139,136.940002,138.100006,137.68959,1378600
MCK,McKesson Corporation,8/29/2019,139.289993,139.699997,137.240005,137.960007,137.550003,1561500
MCK,McKesson Corporation,8/30/2019,138.669998,138.990005,136.630005,138.270004,138.270004,1358500
MCK,McKesson Corporation,9/3/2019,137.589996,139.589996,135.779999,139.149994,139.149994,2228500
MCK,McKesson Corporation,9/4/2019,140.610001,141.660004,139.029999,140.539993,140.539993,799900
MCK,McKesson Corporation,9/5/2019,142.220001,143.220001,141.220001,141.369995,141.369995,1056900
MCK,McKesson Corporation,9/6/2019,142.039993,144.039993,141.509995,143.600006,143.600006,1213100
MCK,McKesson Corporation,9/9/2019,143.789993,145.210007,142.259995,143.789993,143.789993,1463700
MCK,McKesson Corporation,9/10/2019,143.149994,143.25,139.589996,142.839996,142.839996,2081600
MCK,McKesson Corporation,9/11/2019,143.860001,149.199997,141.759995,148.529999,148.529999,2000600
MCK,McKesson Corporation,9/12/2019,148.580002,149.149994,145.919998,146.100006,146.100006,1100100
MCK,McKesson Corporation,9/13/2019,146.210007,147.589996,142.75,143.529999,143.529999,1913500
MCK,McKesson Corporation,9/16/2019,142,144.320007,140.899994,144.160004,144.160004,1101000
MCK,McKesson Corporation,9/17/2019,144.660004,145.679993,143.679993,143.75,143.75,825600
MCK,McKesson Corporation,9/18/2019,143.570007,144.039993,142.399994,143.720001,143.720001,992200
MCK,McKesson Corporation,9/19/2019,144.630005,147.279999,144.289993,145.699997,145.699997,896900
MCK,McKesson Corporation,9/20/2019,147.070007,148.639999,146.229996,146.820007,146.820007,2924700
MCK,McKesson Corporation,9/23/2019,146.529999,146.529999,139.929993,142.929993,142.929993,1502600
MCK,McKesson Corporation,9/24/2019,143.600006,144.970001,140.190002,140.309998,140.309998,1498700
MCK,McKesson Corporation,9/25/2019,140.029999,144.779999,139.679993,142.300003,142.300003,1696700
MCK,McKesson Corporation,9/26/2019,142.880005,143.130005,137.720001,139.169998,139.169998,1361900
MCK,McKesson Corporation,9/27/2019,139.710007,139.710007,131.389999,135.529999,135.529999,3544600
